title,artist_name,artist_date,artwork_date,accession_num,art_medium,info_link,img_link
Calligraphy,Ma Desheng,"(Chinese, active in France, b.1952)",1987,2022.254 ,Hanging scroll; ink on rice paper,https://www.clevelandart.org/art/2022.254,https://piction.clevelandart.org/cma/ump.di?e=AFAE12574CDCF72D2F6F6E8962D8CC5A0CA693596042E1D4D937F47396CA56D2&s=24247294&se=787915836&v=3&f=%5Cd5843%5Cu315058438%5C2022.254_o10.jpg
